"collection","period_label","year"
"Nachlass Richard Krautheimer","early Christian art and architecture","1970"
"Nachlass Richard Krautheimer","early Christian art and architecture","1971"
"Nachlass Richard Krautheimer","early Christian art and architecture","1972"
"Nachlass Richard Krautheimer","early Christian art and architecture","1973"
"Nachlass Richard Krautheimer","early Christian art and architecture","1974"
"Nachlass Richard Krautheimer","early Christian art and architecture","1975"
"Nachlass Richard Krautheimer","early Christian art and architecture","1976"
"Nachlass Richard Krautheimer","early Christian art and architecture","1977"
"Nachlass Richard Krautheimer","early Christian art and architecture","1978"
"Nachlass Richard Krautheimer","early Christian art and architecture","1979"
"Nachlass Richard Krautheimer","early Christian art and architecture","1980"
"Nachlass Richard Krautheimer","early Christian art and architecture","1981"
"Nachlass Richard Krautheimer","early Christian art and architecture","1982"
"Nachlass Richard Krautheimer","early Christian art and architecture","1983"
"Nachlass Richard Krautheimer","early Christian art and architecture","1984"
"Nachlass Richard Krautheimer","early Christian art and architecture","1985"
"Nachlass Richard Krautheimer","early Christian art and architecture","1986"
"Nachlass Richard Krautheimer","early Christian art and architecture","1987"
"Nachlass Richard Krautheimer","early Christian art and architecture","1988"
"Nachlass Richard Krautheimer","early Christian art and architecture","1989"
"Nachlass Richard Krautheimer","early Christian art and architecture","1990"
"Nachlass Richard Krautheimer","early Christian art and architecture","1991"
"Nachlass Richard Krautheimer","early Christian art and architecture","1992"
"Nachlass Richard Krautheimer","early Christian art and architecture","1993"
"Nachlass Richard Krautheimer","early Christian art and architecture","1994"
"Nachlass Richard Krautheimer","early Christian art and architecture","1995"
"Nachlass Richard Krautheimer","early Christian art and architecture","1996"
"Nachlass Richard Krautheimer","early Christian art and architecture","1997"
"Nachlass Richard Krautheimer","early Christian art and architecture","1998"
"Nachlass Richard Krautheimer","early Christian art and architecture","1999"
"Nachlass Richard Krautheimer","early Christian art and architecture","2000"
"Nachlass Richard Krautheimer","early Christian art and architecture","2001"
"Nachlass Richard Krautheimer","early Christian art and architecture","2002"
"Nachlass Richard Krautheimer","early Christian art and architecture","2003"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1931"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1932"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1933"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1934"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1935"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1936"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1937"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1938"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1939"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1940"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1941"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1942"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1943"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1944"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1945"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1946"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1947"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1948"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1949"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1950"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1951"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1952"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1953"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1954"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1955"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1956"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1957"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1958"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1959"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1960"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1961"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1962"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1963"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1964"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1965"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1966"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1967"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1968"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1969"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1970"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1971"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1972"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1973"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1974"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1975"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1976"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1977"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1978"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1979"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1980"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1981"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1982"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1983"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1984"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1985"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1986"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1987"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1988"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1989"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1990"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1991"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1992"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1993"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1994"
"Ernst Kitzinger papers, 1931-1995","Middle Ages","1995"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1906"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1907"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1908"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1909"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1910"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1911"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1912"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1913"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1914"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1915"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1916"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1917"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1918"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1919"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1920"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1921"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1922"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1923"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1924"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1925"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1926"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1927"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1928"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1929"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1930"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1931"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1932"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1933"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1934"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1935"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1936"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1937"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1938"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1939"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1940"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1941"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1942"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1943"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1944"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1945"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1946"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1947"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1948"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1949"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1950"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1951"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1952"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1953"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1954"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1955"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1956"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1957"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1958"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1959"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1960"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1961"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1962"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1963"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1964"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1965"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1966"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1967"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1968"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1969"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1970"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1971"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1972"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1973"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1974"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1975"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1976"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1977"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1978"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1979"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1980"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1981"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1982"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1983"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1984"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1985"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1986"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1987"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1988"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1989"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1990"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1991"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1992"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1993"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1994"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1995"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1996"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1997"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1998"
"Nachlass Otto Lehmann-Brockhaus","Middle Ages","1999"
"Fototeca Zeri","Middle Ages","1947"
"Fototeca Zeri","Middle Ages","1948"
"Fototeca Zeri","Middle Ages","1949"
"Fototeca Zeri","Middle Ages","1950"
"Fototeca Zeri","Middle Ages","1951"
"Fototeca Zeri","Middle Ages","1952"
"Fototeca Zeri","Middle Ages","1953"
"Fototeca Zeri","Middle Ages","1954"
"Fototeca Zeri","Middle Ages","1955"
"Fototeca Zeri","Middle Ages","1956"
"Fototeca Zeri","Middle Ages","1957"
"Fototeca Zeri","Middle Ages","1958"
"Fototeca Zeri","Middle Ages","1959"
"Fototeca Zeri","Middle Ages","1960"
"Fototeca Zeri","Middle Ages","1961"
"Fototeca Zeri","Middle Ages","1962"
"Fototeca Zeri","Middle Ages","1963"
"Fototeca Zeri","Middle Ages","1964"
"Fototeca Zeri","Middle Ages","1965"
"Fototeca Zeri","Middle Ages","1966"
"Fototeca Zeri","Middle Ages","1967"
"Fototeca Zeri","Middle Ages","1968"
"Fototeca Zeri","Middle Ages","1969"
"Fototeca Zeri","Middle Ages","1970"
"Fototeca Zeri","Middle Ages","1971"
"Fototeca Zeri","Middle Ages","1972"
"Fototeca Zeri","Middle Ages","1973"
"Fototeca Zeri","Middle Ages","1974"
"Fototeca Zeri","Middle Ages","1975"
"Fototeca Zeri","Middle Ages","1976"
"Fototeca Zeri","Middle Ages","1977"
"Fototeca Zeri","Middle Ages","1978"
"Fototeca Zeri","Middle Ages","1979"
"Fototeca Zeri","Middle Ages","1980"
"Fototeca Zeri","Middle Ages","1981"
"Fototeca Zeri","Middle Ages","1982"
"Fototeca Zeri","Middle Ages","1983"
"Fototeca Zeri","Middle Ages","1984"
"Fototeca Zeri","Middle Ages","1985"
"Fototeca Zeri","Middle Ages","1986"
"Fototeca Zeri","Middle Ages","1987"
"Fototeca Zeri","Middle Ages","1988"
"Fototeca Zeri","Middle Ages","1989"
"Fototeca Zeri","Middle Ages","1990"
"Fototeca Zeri","Middle Ages","1991"
"Fototeca Zeri","Middle Ages","1992"
"Fototeca Zeri","Middle Ages","1993"
"Fototeca Zeri","Middle Ages","1994"
"Fototeca Zeri","Middle Ages","1995"
"Fototeca Zeri","Middle Ages","1996"
"Fototeca Zeri","Middle Ages","1997"
"Fototeca Zeri","Middle Ages","1998"
"Nachlass Werner Cohn","Middle Ages","1931"
"Nachlass Werner Cohn","Middle Ages","1932"
"Nachlass Werner Cohn","Middle Ages","1933"
"Nachlass Werner Cohn","Middle Ages","1934"
"Nachlass Werner Cohn","Middle Ages","1935"
"Nachlass Werner Cohn","Middle Ages","1936"
"Nachlass Werner Cohn","Middle Ages","1937"
"Nachlass Werner Cohn","Middle Ages","1938"
"Nachlass Werner Cohn","Middle Ages","1939"
"Nachlass Werner Cohn","Middle Ages","1940"
"Nachlass Werner Cohn","Middle Ages","1941"
"Nachlass Werner Cohn","Middle Ages","1942"
"Nachlass Werner Cohn","Middle Ages","1943"
"Nachlass Werner Cohn","Middle Ages","1944"
"Nachlass Werner Cohn","Middle Ages","1945"
"Nachlass Werner Cohn","Middle Ages","1946"
"Nachlass Werner Cohn","Middle Ages","1947"
